episode_id,split
CROX_2013-10-31,train
ELS_2013-10-03,train
FTI_2013-11-27,train
APD_2013-08-16,train
AVB_2013-11-25,train
EPR_2013-10-08,train
MMM_2013-08-27,train
NTRS_2013-10-08,train
LLY_2013-10-07,train
RGA_2013-08-28,train
META_2013-08-15,train
H_2013-09-30,train
NOK_2013-08-30,train
KMI_2014-03-13,train
NEM_2014-02-05,train
ACM_2013-12-13,train
GEN_2014-03-21,train
IBKR_2013-08-30,train
AWK_2013-09-16,train
LOPE_2013-08-19,train
NLY_2013-12-06,train
BXP_2013-08-19,train
AAPL_2013-09-16,train
AZO_2013-09-16,train
WELL_2013-12-19,train
NNN_2013-09-03,train
SHW_2013-08-27,train
GWRE_2014-05-09,train
BLKB_2014-04-28,train
SWKS_2013-10-24,train
SONY_2014-02-03,train
GRMN_2013-09-06,train
MPC_2013-10-09,train
GME_2014-02-03,train
NOW_2014-04-28,train
STE_2013-09-26,train
STLA_2013-12-13,train
AVGO_2013-09-19,train
EA_2013-12-12,train
MAR_2013-10-09,train
TSLA_2013-11-26,train
UGI_2013-10-09,train
PANW_2013-11-08,train
RMBS_2013-11-07,train
GPN_2013-10-08,train
NKE_2013-10-08,train
BDX_2013-10-08,train
CUBE_2013-12-12,train
NXPI_2013-10-23,train
WRB_2014-02-03,train
REG_2013-12-17,train
ROST_2014-07-16,train
IDXX_2013-12-12,train
O_2013-12-05,train
ERIE_2014-03-21,train
INFY_2014-05-29,train
NWE_2013-12-11,train
POR_2013-10-31,train
FDS_2014-02-05,train
HR_2013-12-12,train
KIM_2013-12-16,train
PCG_2014-01-03,train
CMS_2013-12-11,train
DTE_2014-01-08,train
IDA_2013-11-13,train
ADP_2014-02-05,train
BRK-B_2014-02-05,train
CYTK_2014-10-10,train
CI_2014-04-17,train
GPC_2014-02-03,train
MO_2014-02-05,train
LNT_2014-01-06,train
PPL_2013-12-13,train
TRV_2014-02-03,train
DRI_2014-07-17,train
UBSI_2014-02-21,train
PEP_2014-02-19,train
VTR_2013-12-03,train
BKR_2014-11-04,train
DOC_2013-12-12,train
MTD_2014-04-11,train
TGT_2014-02-05,train
DLTR_2014-02-03,train
FIVE_2014-07-21,train
V_2014-04-11,train
LULU_2014-06-12,train
WY_2014-04-11,train
COLM_2013-12-02,train
RMD_2014-02-03,train
CAG_2014-02-27,train
COST_2014-02-03,train
DGX_2014-02-07,train
FAF_2014-02-05,train
DECK_2014-03-13,train
GMED_2014-08-29,train
INTU_2014-02-12,train
PNW_2014-01-29,train
XEL_2013-12-11,train
FCN_2014-02-25,train
ES_2013-12-05,train
G_2014-02-07,train
NTAP_2014-05-12,train
LPX_2014-10-13,train
WEC_2014-01-06,train
COHR_2014-10-08,train
GS_2014-04-11,train
QLYS_2014-04-29,train
DG_2014-05-29,train
CHRD_2014-12-11,train
FE_2014-01-28,train
HL_2014-11-05,train
MAA_2013-12-19,train
RSG_2014-02-04,train
SWK_2014-02-03,train
VC_2013-12-19,train
TTMI_2014-10-27,train
AA_2014-01-13,train
PSA_2014-01-02,train
WM_2014-02-27,train
WPC_2014-02-03,train
CCK_2014-01-28,train
CHD_2014-02-03,train
DUK_2014-01-15,train
FANG_2014-01-13,train
KRG_2014-03-26,train
ED_2014-03-21,train
SWX_2014-08-06,train
MASI_2014-09-23,train
SO_2014-01-06,train
SYNA_2014-01-06,train
D_2014-01-03,train
AMGN_2014-05-08,train
SBRA_2014-09-29,train
DKS_2014-08-07,train
EXEL_2014-12-24,train
LH_2014-02-03,train
OC_2014-10-13,train
AKAM_2014-02-03,train
ALK_2014-02-03,train
ASH_2014-02-03,train
AXON_2014-07-17,train
AYI_2014-07-31,train
BC_2014-05-08,train
BDC_2014-10-13,train
BLDR_2014-10-10,train
BMRN_2014-07-17,train
BYD_2014-10-13,train
CHH_2014-05-20,train
CNC_2014-04-17,train
CSL_2014-02-03,train
DPZ_2014-02-05,train
DXCM_2014-05-07,train
DY_2014-02-19,train
EEFT_2014-03-10,train
FIX_2014-10-09,train
GPK_2014-01-27,train
HALO_2014-05-08,train
HD_2014-02-04,train
LAD_2014-02-03,train
MANH_2014-09-04,train
MCO_2014-02-03,train
MIDD_2014-08-05,train
MMS_2014-08-07,train
MOH_2014-02-12,train
NEU_2014-01-27,train
NXST_2014-03-18,train
ODFL_2014-02-03,train
OHI_2014-01-13,train
PAG_2014-10-13,train
REGN_2014-01-13,train
R_2014-02-03,train
SAIA_2014-02-11,train
SAM_2014-02-06,train
SMCI_2014-04-11,train
STX_2014-02-05,train
THC_2014-04-16,train
TREX_2014-07-17,train
TSCO_2014-10-10,train
TYL_2014-04-11,train
XPO_2014-05-08,train
CF_2014-02-04,train
DIS_2014-02-03,train
GT_2014-10-13,train
JAZZ_2014-04-07,train
MAS_2014-05-06,train
RCL_2014-01-24,train
WSM_2014-02-04,train
AAL_2014-10-13,train
CBOE_2014-07-16,train
CCL_2014-10-13,train
MU_2014-04-11,train
NBIX_2014-07-17,train
RGLD_2014-01-14,train
RH_2014-02-03,train
TTWO_2014-01-16,train
WDC_2014-05-09,train
CIEN_2014-10-14,train
TDG_2014-02-03,train
CLF_2014-12-24,train
CLX_2014-02-05,train
CAR_2014-02-03,train
IFF_2014-02-04,train
DAL_2014-02-03,train
ILMN_2014-04-15,train
ASGN_2014-10-01,train
ASML_2014-05-06,train
EFX_2014-04-11,train
NFLX_2014-04-28,train
SEIC_2014-04-14,train
ADC_2014-02-03,train
AMP_2014-02-03,train
BSX_2014-10-17,train
CSGP_2014-10-13,train
LII_2014-10-13,train
SBAC_2014-04-07,train
TNL_2014-02-03,train
BBY_2014-01-30,train
BX_2014-05-09,train
GNTX_2014-10-01,train
HSIC_2014-02-03,train
JLL_2014-01-27,train
SR_2014-02-06,train
AEIS_2014-08-01,train
APH_2014-02-03,train
CCI_2014-02-03,train
KR_2014-02-03,train
PPG_2014-02-03,train
UTHR_2014-06-18,train
VTRS_2014-02-05,train
AOS_2014-04-10,train
COR_2014-04-25,train
PLD_2014-01-29,train
PPC_2014-02-10,train
SBUX_2014-02-03,train
UNP_2014-02-03,train
AAON_2014-10-09,train
MTN_2014-04-11,train
TEL_2014-10-13,train
TXT_2014-10-13,train
HAE_2014-04-30,train
LOW_2014-05-15,train
LSCC_2014-02-05,train
PHM_2014-10-13,train
CMG_2014-04-28,train
PKG_2014-10-14,train
SNA_2014-02-03,train
BIIB_2014-04-11,train
NOVT_2014-02-05,train
UAL_2014-07-07,train
UHS_2014-03-17,train
ZBRA_2014-02-03,train
BAH_2014-02-04,train
DHI_2014-10-13,train
SPGI_2014-04-11,train
CRH_2014-10-13,train
CTSH_2014-10-10,train
LUV_2014-02-05,train
TJX_2014-07-17,train
AMD_2015-01-20,train
AMZN_2015-01-15,train
APTV_2014-10-13,train
EXPO_2014-05-15,train
HRB_2014-04-28,train
WAL_2014-02-10,train
WDAY_2014-05-08,train
CRL_2014-05-02,train
IPGP_2014-05-15,train
HPQ_2014-02-10,train
HUM_2014-02-12,train
LEN_2014-08-06,train
TXN_2014-02-10,train
DINO_2015-01-15,train
FTNT_2014-05-09,train
ON_2014-10-13,train
STZ_2014-04-15,train
WHR_2014-02-19,train
AMAT_2014-02-12,train
BBWI_2014-02-12,train
EXR_2014-02-12,train
RGEN_2014-03-28,train
ARW_2014-10-13,train
BALL_2014-03-26,train
FIS_2014-04-11,train
IP_2014-04-15,train
LRCX_2014-03-04,train
MS_2014-04-11,train
NVR_2014-04-23,train
ST_2014-02-21,train
VLO_2014-10-15,train
VRSN_2014-04-28,train
ADBE_2014-05-07,train
BLK_2014-04-11,train
CGNX_2014-04-15,train
ROP_2014-04-15,train
AMKR_2014-02-19,train
BCO_2014-10-30,train
KLAC_2014-05-06,train
POOL_2014-10-14,train
TM_2014-04-10,train
UFPI_2014-10-13,train
WAB_2014-04-15,train
FBIN_2014-07-28,train
MA_2014-04-11,train
MOS_2014-10-17,train
OLED_2014-05-06,train
VWAGY_2014-10-10,train
ALV_2014-10-13,train
CXT_2014-12-16,train
GHC_2014-05-15,train
INCY_2014-04-15,train
LVMUY_2014-10-10,train
RPM_2014-02-24,train
TMUS_2014-12-16,train
FR_2014-09-23,train
SLAB_2014-10-13,train
WLK_2014-12-15,train
WSO_2014-09-23,train
COKE_2014-08-01,train
EHC_2014-02-25,train
FSLR_2015-01-20,train
PBF_2014-10-15,train
TPR_2014-11-04,train
CHE_2014-04-30,train
HRL_2014-08-01,train
NDAQ_2014-04-15,train
ORA_2014-08-06,train
CBRE_2014-04-28,train
CRM_2014-04-28,train
LAMR_2014-10-14,train
OZK_2014-05-20,train
SF_2014-10-13,train
CHDN_2014-05-20,train
MLM_2015-01-15,train
VMC_2014-10-13,train
ALGN_2014-10-14,train
CPAY_2014-04-28,train
PAYX_2014-04-11,train
SW_2014-10-10,train
GTLS_2015-01-15,train
VRTX_2014-04-14,train
ZBH_2014-04-17,train
AN_2014-10-13,train
AVY_2014-10-13,train
ENSG_2014-05-09,train
EXLS_2014-10-01,train
LYV_2014-04-15,train
FHI_2014-03-14,train
ADSK_2014-04-11,train
FISV_2014-04-11,train
ORLY_2014-04-11,train
CME_2014-04-11,train
COO_2014-04-11,train
MDT_2014-03-24,train
ARWR_2014-12-04,train
FN_2014-10-10,train
GM_2014-10-15,train
PNFP_2014-05-20,train
SIGI_2014-04-21,train
ABBV_2014-04-11,train
HIG_2014-04-11,train
MTG_2014-08-01,train
PEGA_2014-04-28,train
WAT_2014-10-15,train
OPCH_2015-03-11,train
ROL_2014-10-13,train
TPL_2015-01-15,train
EWBC_2014-10-15,train
GILD_2014-04-10,train
HXL_2014-10-13,train
JKHY_2014-10-13,train
MLI_2014-10-10,train
MSCI_2014-04-30,train
TOL_2014-10-13,train
ULTA_2014-05-07,train
FDX_2014-04-11,train
ICE_2014-07-10,train
CACI_2014-07-15,train
JBHT_2014-03-26,train
PSKY_2014-10-13,train
SSD_2014-10-13,train
VNO_2014-03-26,train
FHN_2014-05-16,train
SNX_2014-03-28,train
ADI_2014-10-13,train
LEA_2014-10-15,train
NVO_2015-01-06,train
RBC_2014-10-14,train
FLO_2014-10-10,train
KBH_2015-01-22,train
NCLH_2014-04-15,train
WMB_2014-04-07,train
TXRH_2014-04-28,train
HAS_2014-08-01,train
SCI_2014-05-06,train
ENTG_2014-10-13,train
ISRG_2014-05-08,train
OLN_2014-12-16,train
THO_2014-10-13,train
VFC_2014-04-11,train
CDNS_2014-04-14,train
SNPS_2014-04-11,train
BIO_2014-10-14,train
CVS_2014-04-11,train
ELV_2014-04-17,train
PFE_2014-10-16,train
POST_2014-10-15,train
ENS_2014-10-13,train
TT_2014-10-13,train
EW_2014-06-13,train
MTDR_2014-12-08,train
CTAS_2014-04-21,train
CELH_2014-10-20,train
MNST_2014-07-31,train
RVTY_2014-10-13,train
CSX_2014-05-02,train
EPAM_2014-04-29,train
RRC_2015-03-13,train
COLB_2014-05-16,train
OVV_2015-03-13,train
STLD_2014-06-02,train
VALE_2015-04-01,train
MAT_2015-03-27,train
YUM_2014-10-13,train
BMY_2014-06-09,train
FCX_2015-01-30,train
HAL_2015-01-15,train
TSM_2014-05-02,train
CMC_2015-01-23,train
OSK_2015-01-15,train
CHTR_2014-04-30,train
CRUS_2014-12-02,train
DVN_2014-12-15,train
VRSK_2014-10-10,train
EQNR_2014-12-15,train
NOC_2014-05-20,train
BK_2014-05-06,train
KDP_2014-05-05,train
TCBI_2015-01-30,train
ATI_2015-01-23,train
EXPE_2014-05-08,train
ALB_2015-01-29,train
CTRA_2015-01-30,train
HOLX_2014-10-16,train
ING_2015-01-12,train
LRLCY_2014-11-03,train
MCHP_2014-10-15,train
BR_2014-05-15,train
SCHW_2014-05-20,train
FLEX_2014-10-13,train
RBA_2014-05-23,train
KTOS_2014-12-16,train
MCK_2014-05-15,train
STRL_2015-03-05,train
ACN_2014-10-14,train
SLM_2014-07-02,train
SSB_2014-05-15,train
TKO_2015-01-20,train
WEX_2014-05-15,train
ESS_2014-06-16,train
LHX_2014-10-13,train
NI_2014-06-11,train
SMG_2014-08-01,train
KBR_2015-03-27,train
PEG_2014-08-06,train
AON_2014-10-13,train
HCA_2014-05-30,train
KNX_2014-06-26,train
NVDA_2014-10-13,train
TER_2014-10-13,train
FICO_2014-10-13,train
MTSI_2014-05-29,train
MDLZ_2014-10-16,train
WST_2014-08-12,train
EBAY_2014-10-16,train
MTCH_2014-10-16,train
GBCI_2015-01-30,train
ROK_2014-10-13,train
HII_2014-08-04,train
ZION_2015-01-28,train
FFIN_2015-01-21,train
LDOS_2014-09-09,train
EQIX_2014-10-16,train
MPWR_2014-10-14,train
CASY_2014-07-31,train
HOMB_2014-10-09,train
HWC_2015-01-21,train
SGI_2015-02-09,train
FLG_2014-10-15,train
MORN_2014-10-15,train
THG_2014-07-31,train
TMHC_2014-10-13,train
ARE_2014-09-23,train
M_2014-10-13,train
RLI_2014-07-31,train
CAH_2014-06-24,train
AGCO_2014-10-10,train
MTZ_2015-05-12,train
AIG_2015-01-30,train
HBAN_2014-10-20,train
IT_2014-07-31,train
KEY_2014-10-15,train
NYT_2014-09-30,train
WWD_2015-01-16,train
PSX_2015-01-15,train
UNH_2014-08-07,train
CFR_2015-01-15,train
PB_2015-01-30,train
BWXT_2015-01-21,train
WBS_2014-10-15,train
ACGL_2014-10-16,train
GD_2014-08-07,train
PGR_2014-08-01,train
VOYA_2014-10-16,train
CMCSA_2014-10-16,train
FNF_2014-10-13,train
LYB_2014-12-12,train
WTFC_2015-01-15,train
GOOGL_2015-01-12,train
GOOG_2015-01-12,train
IQV_2014-10-15,train
EVR_2014-10-07,train
JPM_2015-01-30,train
PNC_2014-10-15,train
CROX_2015-02-10,train
ELS_2014-09-24,train
LLY_2014-08-07,train
SYK_2014-08-07,train
KKR_2014-10-16,train
LMT_2014-08-07,train
RGA_2014-10-16,train
BF-B_2014-10-15,train
UDR_2014-09-25,train
AFG_2014-10-15,train
BKNG_2015-01-15,train
EL_2015-01-28,train
META_2014-08-06,train
MKC_2014-10-01,train
PODD_2015-05-06,train
AIZ_2015-04-27,train
INGR_2014-10-13,train
CSCO_2014-10-16,train
EXPD_2014-10-13,train
IBKR_2014-08-20,train
AVB_2014-09-25,train
EQR_2014-09-25,train
AZO_2014-10-13,train
COTY_2014-10-06,train
BLKB_2014-10-10,train
SWKS_2014-10-13,train
CDW_2014-10-16,train
SONY_2014-10-16,train
ANF_2015-08-21,train
GME_2014-12-16,train
NOW_2014-10-13,train
TTC_2014-10-13,train
STLA_2014-10-10,train
AVGO_2014-10-13,train
EA_2014-10-16,train
TSLA_2015-03-27,train
PANW_2014-10-13,train
MPC_2014-10-15,train
COP_2015-08-25,train
GPN_2014-10-13,train
NKE_2014-10-14,train
WYNN_2015-10-01,train
CNO_2015-01-15,train
TRGP_2015-09-29,train
APA_2015-09-28,train
TAP_2015-08-25,train
GEF_2015-08-25,train
LVS_2015-10-01,train
RMBS_2014-10-21,train
CUBE_2014-10-17,train
JBL_2015-08-25,train
CVX_2015-08-25,train
NXPI_2014-10-22,train
INTC_2015-08-25,train
MCD_2014-12-15,train
MSFT_2015-01-30,train
ORI_2015-01-23,train
BIDU_2015-09-23,train
DD_2015-08-25,train
MGM_2015-07-08,train
MZTI_2015-03-11,train
TRMB_2015-09-28,train
CBT_2015-09-29,train
FDS_2014-11-04,train
TEX_2015-09-24,train
CYTK_2014-11-07,train
MUR_2015-10-01,train
URI_2015-09-28,train
CI_2014-11-07,train
GE_2015-01-15,train
GWRE_2015-01-15,train
IBOC_2015-01-30,train
RL_2015-09-29,train
LFUS_2015-08-25,train
BRKR_2015-10-01,train
NSC_2015-08-25,train
REXR_2015-09-09,train
AVAV_2015-09-22,train
TSN_2015-03-13,train
V_2015-01-28,train
CNX_2015-10-30,train
EME_2015-01-20,train
MUSA_2015-08-25,train
SAIC_2015-09-29,train
NEM_2015-09-23,train
G_2014-12-15,train
SFM_2015-08-24,train
COHR_2015-01-14,train
GMED_2015-09-30,train
MAA_2015-03-06,train
AA_2015-11-12,train
PSA_2014-12-31,train
SJM_2015-01-06,train
LPX_2015-09-29,train
MASI_2015-01-30,train
SYNA_2015-01-15,train
NRG_2015-12-04,train
OKE_2015-12-18,train
DLTR_2015-10-14,train
HR_2015-09-10,train
DLR_2015-09-01,train
EXEL_2015-01-22,train
AYI_2015-01-15,train
BLDR_2015-01-21,train
BYD_2015-01-13,train
DXCM_2015-01-21,train
DY_2015-01-30,train
EEFT_2015-01-30,train
FIX_2015-01-20,train
MANH_2015-01-15,train
TYL_2015-01-15,train
RCL_2015-05-05,train
NBIX_2015-01-15,train
TTWO_2015-04-30,train
CLF_2016-01-12,train
AWK_2015-06-30,train
LULU_2015-11-17,train
NFLX_2015-04-01,train
AR_2015-12-07,train
NJR_2015-09-04,train
VTRS_2015-10-22,train
ADC_2015-09-09,train
ATO_2015-06-30,train
BKH_2015-09-11,train
SBUX_2015-01-30,train
BURL_2015-11-19,train
COLM_2015-02-11,train
EVRG_2015-06-25,train
FANG_2016-01-11,train
KMI_2016-01-20,train
MO_2015-06-15,train
MTN_2015-02-09,train
O_2015-09-04,train
SMCI_2016-01-11,train
SR_2015-03-06,train
TXNM_2015-06-30,train
WTRG_2015-06-30,train
CPB_2015-03-11,train
FIVE_2015-11-17,train
LSCC_2015-10-05,train
NNN_2015-09-04,train
CPRI_2016-01-15,train
CHRD_2016-01-20,train
HL_2016-01-19,train
PPL_2015-03-11,train
RGLD_2016-01-20,train
CMS_2015-06-25,train
SAIA_2016-01-19,train
TTMI_2016-01-19,train
AMZN_2015-03-11,train
ED_2015-06-15,train
EXR_2015-02-19,train
AKAM_2016-02-09,train
BDC_2016-02-08,train
EQT_2015-12-17,train
FCFS_2016-01-28,train
QLYS_2016-02-09,train
TKR_2016-01-20,train
VRSN_2015-06-29,train
XPO_2016-01-20,train
CG_2016-02-09,train
IDA_2015-06-09,train
KLAC_2015-08-25,train
UFPI_2015-03-10,train
AMAT_2015-09-28,train
CINF_2015-06-08,train
CMG_2016-01-12,train
H_2016-01-19,train
OLED_2015-10-01,train
NDSN_2016-01-20,train
WEC_2015-06-29,train
EXP_2016-01-28,train
HSIC_2015-09-28,train
KMB_2015-03-11,train
TREX_2015-09-29,train
AEE_2015-06-25,train
COKE_2015-03-05,train
DECK_2016-01-19,train
DPZ_2015-03-11,train
EPR_2015-09-04,train
FSLR_2015-09-28,train
LNT_2015-09-04,train
LUV_2015-07-08,train
MSI_2015-07-08,train
PNW_2015-06-25,train
PPC_2015-10-15,train
SATS_2016-02-11,train
SBRA_2016-02-09,train
STZ_2015-03-06,train
TPR_2015-09-28,train
AAON_2015-09-29,train
CGNX_2016-01-08,train
DLB_2016-01-21,train
HRL_2015-04-30,train
NDAQ_2015-07-08,train
PII_2016-01-28,train
SPXC_2016-01-12,train
AMD_2015-07-27,train
AXON_2016-01-19,train
CF_2016-02-08,train
AEIS_2015-08-24,train
BMRN_2016-02-08,train
FAST_2015-10-01,train
GNRC_2015-10-27,train
GRMN_2015-10-15,train
MAS_2015-04-17,train
MSM_2015-12-17,train
ODFL_2016-01-20,train
RGEN_2016-02-08,train
VC_2015-07-27,train
WDAY_2016-02-09,train
ALGN_2015-04-01,train
AMKR_2016-02-12,train
CAG_2015-03-11,train
CRM_2016-02-08,train
DAR_2016-02-11,train
GATX_2016-01-19,train
HALO_2016-02-10,train
ITUB_2016-01-21,train
REG_2015-08-25,train
SHEL_2016-01-20,train
STX_2016-01-25,train
ALK_2015-06-09,train
APO_2016-02-11,train
EXC_2015-12-14,train
GTLS_2016-01-20,train
KEX_2016-01-13,train
LAD_2016-01-28,train
MOS_2016-02-02,train
NXST_2016-02-11,train
PAG_2016-02-03,train
WCC_2016-01-20,train
AMG_2016-02-11,train
GAP_2016-02-11,train
GT_2015-03-17,train
NFG_2015-12-11,train
PM_2015-03-31,train
VWAGY_2015-10-02,train
ARW_2016-01-19,train
AVY_2015-04-17,train
BBY_2016-01-19,train
CRS_2016-01-19,train
EXLS_2015-04-22,train
GGG_2016-01-25,train
HST_2016-01-19,train
MLM_2016-01-20,train
NOV_2016-02-11,train
R_2016-01-19,train
UNM_2016-02-11,train
DKS_2016-01-13,train
ADSK_2016-02-09,train
IRM_2016-01-20,train
DG_2015-11-13,train
XEL_2015-06-25,train
ACM_2016-02-11,train
CHDN_2015-03-18,train
HOG_2016-01-27,train
HPQ_2016-02-11,train
NUE_2016-01-25,train
ON_2016-02-11,train
ORLY_2015-03-25,train
PVH_2016-01-19,train
PWR_2016-02-11,train
RS_2016-01-20,train
SAN_2016-02-11,train
SHW_2015-09-29,train
SYY_2015-07-06,train
TXN_2015-08-25,train
WHR_2016-01-19,train
WY_2016-02-11,train
ARWR_2016-02-09,train
FN_2015-07-09,train
ROST_2015-11-13,train
SIGI_2015-05-26,train
UAL_2016-01-20,train
AES_2016-01-15,train
BWA_2016-01-25,train
ETR_2015-09-04,train
MTG_2016-01-25,train
SON_2015-09-28,train
CAT_2016-01-25,train
CDP_2015-09-04,train
CMI_2016-01-19,train
CNP_2015-12-10,train
EIX_2015-06-30,train
EMR_2016-01-25,train
ES_2015-06-30,train
ETN_2016-01-25,train
FLR_2015-09-28,train
KIM_2015-09-09,train
NVR_2015-05-12,train
OPCH_2016-01-13,train
PH_2016-01-20,train
POOL_2015-04-30,train
PPG_2015-09-28,train
STAG_2016-02-11,train
TPL_2015-08-26,train
UMBF_2016-01-19,train
VMC_2015-04-22,train
VMI_2015-10-01,train
WAB_2016-02-09,train
CAR_2016-02-24,train
CVLT_2016-01-25,train
DHI_2016-02-11,train
FISV_2015-04-17,train
FLS_2016-01-19,train
IPGP_2015-09-28,train
JKHY_2015-05-26,train
KMPR_2016-02-11,train
PRU_2016-02-11,train
TNL_2016-02-08,train
XYL_2015-08-25,train
FDX_2016-01-20,train
HLT_2016-01-28,train
LRCX_2015-09-28,train
PKG_2016-02-19,train
CACI_2015-10-01,train
JBHT_2016-01-15,train
MIDD_2016-02-11,train
PBF_2015-06-04,train
PSKY_2015-09-28,train
RYN_2016-01-20,train
SNX_2015-04-02,train
SWX_2015-12-14,train
WM_2015-06-29,train
GLW_2015-08-25,train
OGS_2015-05-05,train
APTV_2016-02-08,train
BCO_2015-09-24,train
CPAY_2016-02-11,train
KRC_2016-02-11,train
MSA_2016-01-21,train
NWE_2015-06-30,train
T_2015-03-31,train
VTR_2016-02-12,train
ASML_2016-01-15,train
INTU_2015-08-25,train
ITW_2015-08-25,train
OMC_2015-09-01,train
RBC_2016-01-25,train
KBH_2016-02-11,train
NCLH_2016-02-08,train
WMB_2016-02-08,train
ADBE_2015-04-17,train
AEP_2015-06-25,train
COO_2016-01-19,train
FTNT_2016-02-11,train
HUBB_2015-09-28,train
LII_2015-04-21,train
TTEK_2016-01-21,train
TXRH_2015-05-01,train
UGI_2015-12-14,train
BAX_2015-10-06,train
CUZ_2016-02-11,train
VZ_2015-10-02,train
ISRG_2015-10-14,train
CRL_2015-09-28,train
FBIN_2015-05-06,train
GLPI_2016-01-21,train
MSCI_2015-08-25,train
OC_2015-05-06,train
OLN_2016-02-10,train
RPM_2016-02-11,train
SEIC_2016-02-11,train
DOC_2016-02-11,train
ULTA_2015-05-14,train
RRX_2016-02-11,train
POST_2015-05-21,train
WELL_2016-02-11,train
AOS_2015-08-25,train
APH_2016-01-19,train
AVNT_2016-02-08,train
FHI_2016-02-11,train
JAZZ_2016-02-11,train
LECO_2016-01-21,train
THC_2016-01-13,train
THO_2016-02-11,train
CBRE_2016-02-09,train
CSL_2016-01-20,train
CXT_2016-01-20,train
ATR_2015-07-27,train
INFY_2015-05-06,train
TT_2016-02-02,train
BC_2016-01-15,train
ENS_2016-02-10,train
EW_2015-05-05,train
HAS_2015-12-21,train
HD_2015-04-30,train
ILMN_2016-02-08,train
IP_2016-01-25,train
LOPE_2016-02-17,train
MLI_2016-01-15,train
MTDR_2016-01-19,train
MTD_2015-09-28,train
WAL_2016-02-11,train
C_2016-02-11,train
DOV_2016-01-20,train
EOG_2016-01-20,train
FITB_2016-02-11,train
ITT_2016-01-25,train
NTRS_2016-02-11,train
OHI_2016-02-10,train
PNR_2016-01-20,train
SLB_2016-01-20,train
BAC_2016-02-11,train
BEN_2016-02-11,train
CPRT_2015-09-30,train
EWBC_2016-02-11,train
IDXX_2015-07-08,train
MET_2016-02-11,train
RF_2016-02-11,train
CELH_2015-12-04,train
JCI_2016-01-13,train
PTC_2016-02-08,train
RJF_2016-02-11,train
ADM_2016-01-19,train
AMP_2016-02-11,train
ASH_2016-02-11,train
EPAM_2016-02-12,train
ORA_2016-01-25,train
RRC_2016-01-19,train
UNP_2016-01-25,train
OVV_2016-02-23,train
PLD_2016-02-11,train
STLD_2016-01-21,train
VALE_2016-01-25,train
AXP_2016-02-11,train
BBVA_2016-02-11,train
CNH_2016-01-25,train
COF_2016-01-25,train
MAT_2015-10-01,train
MOH_2016-02-08,train
PCAR_2016-01-13,train
SPGI_2016-02-03,train
UHS_2016-02-11,train
BSX_2015-08-25,train
EHC_2016-02-16,train
ENTG_2016-01-21,train
FCX_2016-01-13,train
FTI_2016-02-11,train
GWW_2016-01-20,train
HAL_2016-01-20,train
IVZ_2016-02-11,train
OXY_2016-01-20,train
TSM_2015-08-24,train
XOM_2015-08-25,train
BG_2016-02-11,train
CMC_2016-01-19,train
CSGP_2016-02-08,train
EFX_2015-08-25,train
E_2016-02-11,train
FCN_2016-01-13,train
OSK_2016-02-11,train
SLAB_2016-02-11,train
CHTR_2016-02-11,train
CRUS_2016-01-13,train
DVN_2016-02-19,train
AJG_2016-01-28,train
EQNR_2016-01-20,train
PEGA_2016-02-09,train
ABBV_2015-10-22,train
NOC_2015-05-05,train
ALV_2015-08-24,train
AMCR_2016-01-12,train
TCBI_2016-02-11,train
FR_2015-09-01,train
J_2016-02-11,train
KDP_2015-06-15,train
ATI_2016-01-19,train
RVTY_2016-02-08,train
ALB_2015-09-11,train
AMH_2016-02-11,train
FRT_2015-08-25,train
CLX_2015-06-30,train
CTRA_2015-12-15,train
CW_2015-09-29,train
FIS_2016-02-08,train
IRT_2016-02-11,train
MNST_2016-02-10,train
NLY_2015-06-30,train
TDG_2016-02-09,train
OGE_2016-01-21,train
FLEX_2016-01-20,train
NEE_2015-09-04,train
RBA_2016-01-25,train
KTOS_2016-01-26,train
STRL_2015-05-20,train
BDX_2015-09-28,train
TKO_2015-05-22,train
WEX_2016-02-11,train
ZBH_2016-02-11,train
A_2015-09-28,train
NI_2015-09-04,train
PRI_2016-02-12,train
SCHW_2016-02-11,train
SF_2016-02-24,train
CDNS_2016-01-13,train
TECH_2016-01-28,train
ACN_2015-08-25,train
BR_2015-06-30,train
DGX_2015-09-28,train
MCHP_2015-08-25,train
QCOM_2016-02-10,train
CRH_2016-02-08,train
INCY_2016-03-17,train
PCTY_2016-02-09,train
PFG_2016-02-11,train
IBM_2016-02-11,train
NVDA_2015-07-27,train
SAP_2015-09-28,train
SW_2016-02-08,train
CBSH_2016-01-25,train
CLH_2016-01-13,train
ESNT_2016-01-25,train
EXPO_2015-08-25,train
FICO_2015-08-24,train
LAMR_2016-02-09,train
MKSI_2015-08-25,train
MRSH_2015-09-28,train
MTSI_2015-08-24,train
NOVT_2016-02-05,train
SSD_2016-01-25,train
MU_2016-05-13,train
WDC_2016-05-13,train
WST_2015-10-06,train
AON_2016-01-21,train
EGP_2016-02-09,train
MTCH_2016-02-09,train
PAYX_2015-08-25,train
ASGN_2016-02-11,train
CB_2015-08-25,train
DCI_2016-01-20,train
PCG_2015-09-04,train
SCI_2016-02-11,train
TMO_2015-09-28,train
CIEN_2016-05-13,train
POR_2015-06-15,train
ROK_2016-01-20,train
SLM_2016-01-19,train
BK_2016-02-11,train
BMY_2015-09-04,train
